id,classification,subClassification,length,width,thickness,diameter,weight,quantity,broadperiod,fromdate,todate,district
842960,Leaf-shaped arrowhead,,33,19,4,,5.66,1,NEOLITHIC,-4000,-2350,Purbeck
842142,,,29.5,15.2,3.4,,1.46,1,NEOLITHIC,-2700,-2350,West Lindsey
838739,,,69.1,14.43,8.89,,11.44,1,MEDIEVAL,1250,1500,Braintree
838091,Leaf shaped,,24,16,2.5,,1.16,1,NEOLITHIC,-4000,-2200,Forest of Dean
837251,,,19.25,17.85,3.61,,0.83,1,BRONZE AGE,-2500,-1500,Mole Valley
837250,,,21.95,18.62,3.57,,1.27,1,BRONZE AGE,-2500,-1500,Mole Valley
837248,,,29.03,22.48,,,2.85,1,NEOLITHIC,-4500,-1500,Mole Valley
833451,,,22,20,3,,,1,NEOLITHIC,-4000,-3001,Breckland
832934,Oblique,,40.5,25.2,7.3,,,1,NEOLITHIC,-2700,-2200,East Riding of Yorkshire
827342,,,40,19,3,,2.69,1,NEOLITHIC,-4000,-3500,Rutland
825155,,,30,21,4,,3.23,1,NEOLITHIC,,,Melton
824106,,,26.11,21.59,2.96,,1.82,1,NEOLITHIC,-4000,-3000,Waveney
822945,,,42.01,24.14,4.32,,5.97,1,NEOLITHIC,-4000,-3000,Babergh
822101,,,39.17,18.87,4.43,,3.41,1,NEOLITHIC,-4000,-2000,Waverley
818514,,,64.1,29.6,7.5,,11.7,1,MEDIEVAL,1200,1400,East Riding of Yorkshire
818024,,,26.2,17.7,4,,1.68,1,NEOLITHIC,-2700,-1600,Cherwell
816793,,,46.19,,,,,1,MEDIEVAL,1241,1263,City and County of the City of London
813238,,,32,38,8,,8.53,1,NEOLITHIC,-3000,-2200,Cornwall
813237,,,14.5,15,3.5,,0.84,1,NEOLITHIC,-2800,-1600,Cornwall
812575,barbed and tanged,,24,20,4,,1.53,1,BRONZE AGE,-2350,-1500,Charnwood
811120,,,25.3,20,4.4,,1.7,1,BRONZE AGE,-2150,-1600,Cherwell
807463,,,19.77,17.51,2.88,,0.86,1,NEOLITHIC,-3500,-1500,Malvern Hills
807122,,,24.9,17.3,3,,1.45,1,NEOLITHIC,-2700,-2350,West Lindsey
805249,,,29.2,20.05,3.97,,1.8,1,BRONZE AGE,-2350,-1600,Northampton
805222,oblique,,49,26,7,,6.94,1,NEOLITHIC,-2700,-2350,Rutland
803380,Barbed and tanged or reworked leaf shaped,,31.4,19.7,3.6,,1.7,1,NEOLITHIC,-4000,-1601,Huntingdonshire
800834,,,31.35,17.44,3.99,,1.6,1,BRONZE AGE,-2500,-1500,Bromley
799724,Leaf-shaped,,51.66,38.15,6.67,,14.91,1,NEOLITHIC,-4000,-3300,Suffolk Coastal
799188,,,34,16.8,4.7,,2.36,1,BRONZE AGE,-2350,-1600,North Lincolnshire
795890,,,23.1,20.8,3.5,,1.93,1,BRONZE AGE,-25000,-15000,Tonbridge and Malling
795652,,,37.37,18.27,4.46,,5.86,1,MEDIEVAL,1200,1500,Braintree
794896,,,30.53,16.54,3.24,,1.55,1,NEOLITHIC,-4000,-2300,South Hams
794190,,,21.5,10.42,2.93,,0.5,1,BRONZE AGE,-2350,-800,Richmondshire
793837,,,53,25,5.5,,5.4,1,BRONZE AGE,,,Bournemouth
791394,,,30.72,22.12,8.3,,1.55,1,NEOLITHIC,-3000,-2000,Mole Valley
791390,,,36.08,22.27,9.85,,3.45,1,NEOLITHIC,-2500,-2000,Mole Valley
791389,,,24.89,18.05,4.25,,1.48,1,BRONZE AGE,-2500,-1500,Mole Valley
790094,Triangular,,24,20,5.7,,2.11,1,BRONZE AGE,-2350,-1600,East Riding of Yorkshire
788447,,,29,17,4,,1.57,1,NEOLITHIC,-4000,-23351,Charnwood
787998,,,21.3,17.41,3.62,,1.55,1,NEOLITHIC,-4500,-1500,Woking
787673,,,49.8,13,,9,8.1,1,MEDIEVAL,1200,1270,West Oxfordshire
787044,,,20,16,1.2,,1.79,1,BRONZE AGE,-1275,-1140,Newark and Sherwood
786072,,,18.39,11.1,2.58,,0.4,1,BRONZE AGE,-2350,-800,Northumberland
786069,,,15.05,14.28,3.19,,0.6,1,BRONZE AGE,-2350,-800,Northumberland
785014,,,22.36,23.69,6.16,,1.93,1,BRONZE AGE,-2500,-1500,Wiltshire
784817,,,23.4,19.3,4.8,,2.05,1,NEOLITHIC,,,Tonbridge and Malling
783119,,,26,18,3,,,1,NEOLITHIC,-4000,-2351,South Norfolk
782690,,,37,27.4,9.3,,10.02,1,NEOLITHIC,-4000,-2351,Isle of Wight
781438,,,30.7,17,3.8,,2.1,1,NEOLITHIC,-4000,-2900,West Oxfordshire
781430,,,20.1,14.8,5,,1.2,1,BRONZE AGE,-2150,-1500,West Oxfordshire
780647,Triangular,,43.4,34,6.4,,8,1,NEOLITHIC,-3300,-1000,East Riding of Yorkshire
777724,Tanged,,30,,15,,,1,NEOLITHIC,-2000,-1500,North Kesteven
777716,,,107,,,,,1,UNKNOWN,,,South Kesteven
777238,,,43.3,27.6,9.1,,6.8,1,NEOLITHIC,-2700,-2350,West Oxfordshire
773841,,,22.7,16.5,3.9,,0.9,1,BRONZE AGE,-2000,-1500,Ryedale
773686,,,26.84,19.12,2,,2.54,1,BRONZE AGE,-1275,-1140,West Dorset
771478,,,56.3,36.8,8.1,,17.39,1,NEOLITHIC,-4000,-1600,St. Albans
769367,,,18,17,3,,0.94,1,BRONZE AGE,-2500,-800,Charnwood
767895,,,33.62,15.27,6.02,,2.99,1,NEOLITHIC,-4000,-2000,Reigate and Banstead
765947,,,47.95,23.77,5.86,,7.19,1,NEOLITHIC,-3000,-2200,Arun
762635,,,47.91,12.52,7.81,11.54,6.11,1,MEDIEVAL,,,City and County of the City of London
761121,,,69.8,48.3,4.1,12.1,17.3,1,MEDIEVAL,1100,1500,Winchester
757757,,,35.6,36.8,3.6,,4.5,1,NEOLITHIC,-3300,-1000,West Lindsey
757498,Oblique,,40,38,7,,6.58,1,NEOLITHIC,-3000,-2200,North Somerset
757142,,,60.3,31.5,11.2,,19.64,1,BRONZE AGE,-2350,-801,Isle of Wight
754308,,,30.2,17.5,3.5,,2.38,1,NEOLITHIC,-2500,-1500,South Lakeland
753613,,,,,,,,1,NEOLITHIC,,,Conwy
752762,,,124.24,18.06,5.4,,19.88,1,EARLY MEDIEVAL,,,City of Westminster
752526,,,48.09,19.51,4.16,,6.44,1,BRONZE AGE,-2150,-1500,Mid Suffolk
751865,,,43.45,15.66,,,7.58,1,MEDIEVAL,1200,1500,East Hertfordshire
750137,,,24.1,21.6,4.9,,1.9,1,BRONZE AGE,-2300,-1600,East Riding of Yorkshire
747392,,,29.28,24.21,2.96,,2.96,1,NEOLITHIC,-4000,-2000,South Oxfordshire
746953,Trangular,,29.6,18.6,3.4,,1.8,1,NEOLITHIC,-2700,-1600,Hambleton
746448,Oblique,,38.57,26.18,3.75,,3.19,1,NEOLITHIC,-2700,-2551,Babergh
744947,,,25,12,3,,1.01,1,NEOLITHIC,-3500,-2500,Melton
744411,,,29,16.7,3.6,,1.39,1,NEOLITHIC,-2500,-1500,Wiltshire
744225,,,21,17.8,4.4,,1.53,1,NEOLITHIC,-2500,-1500,East Devon
743876,,,24.22,18.36,4.45,,1.71,1,NEOLITHIC,-2700,-2551,Babergh
742218,,,,,,,,3,MEDIEVAL,1200,1450,West Berkshire
740095,,,38,15,10,,6.57,1,MEDIEVAL,1300,1500,Cotswold
738624,,,31.5,15,4.5,,,1,NEOLITHIC,-3000,-2351,North Norfolk
738332,,,60,13,9,,9.13,1,MEDIEVAL,1200,1500,Cotswold
738218,,,23.3,14.9,4.1,,2.4,1,UNKNOWN,43,1650,Stafford
737754,,,53.17,14.17,11.41,,13.58,1,MEDIEVAL,1241,1263,Southwark
736608,Barb and tanged arrowhead,,19.39,18.37,5.43,,1.26,1,BRONZE AGE,-2350,-801,East Riding of Yorkshire
736602,Barb and tanged arrowhead,,25.83,21.24,5.14,,1.67,1,BRONZE AGE,-2350,-801,East Riding of Yorkshire
736597,Barb and tanged arrowhead,,18.53,16.22,3.45,,0.8,1,BRONZE AGE,-2350,-801,East Riding of Yorkshire
735686,,,27.45,18.8,5.17,,2.15,1,BRONZE AGE,-2500,-1500,Reigate and Banstead
735504,,,56.82,23.73,3.3,,3.23,1,NEOLITHIC,-3000,-2000,Waverley
732290,,,46,11,8,,5.18,1,MEDIEVAL,1200,1500,South Kesteven
730756,,,60,20,8.5,,,1,MEDIEVAL,1200,1300,North Norfolk
730732,Oblique,,43,35,4.5,,8.9,1,NEOLITHIC,-3300,-2200,Lewes
728153,,,33.07,22.01,5.58,,3.35,1,BRONZE AGE,-2500,-1500,Mole Valley
725648,,,26.8,18.2,2.8,,1.73,1,NEOLITHIC,-4000,-1000,West Oxfordshire
725185,,,23.4,,,10,2.5,1,MEDIEVAL,1100,1450,West Oxfordshire
724992,,,19.3,16,3.5,,0.91,1,NEOLITHIC,-2500,-2350,East Lindsey
723794,,,26,10,7,,4.4,1,IRON AGE,-800,1000,Barrow-in-Furness
722745,,,47.4,13,2.5,,1.85,1,MEDIEVAL,1100,1400,Wiltshire
720799,,,29,16,1.5,,2.9,1,MEDIEVAL,-1600,1500,South Northamptonshire
719388,,,24.7,11.3,5.9,,3.91,1,BRONZE AGE,-1300,-800,Breckland
717965,,,60.2,28.2,,11.6,12.76,1,MEDIEVAL,1200,1400,Winchester
717536,Leaf-shaped,,33.86,16.86,4.15,,2.77,1,NEOLITHIC,-4000,-3501,Suffolk Coastal
716952,Leaf-shaped,,26,22,3,,1.74,1,NEOLITHIC,-2500,-1500,West Lindsey
716951,Leaf,,33,18,6,,4.04,1,NEOLITHIC,-2500,-1500,West Lindsey
716435,,,25.88,16.73,4.45,,1.46,1,BRONZE AGE,-2400,-1600,East Riding of Yorkshire
713169,,,47.32,19.15,6.35,,5.26,1,NEOLITHIC,-4000,-800,Babergh
711874,Oblique,,24.47,25.43,5.53,,3.9,1,NEOLITHIC,-3300,-2200,Malvern Hills
710134,Green's Sutton A,,27,,,,,1,NEOLITHIC,-2500,-1500,South Kesteven
709594,,,14.2,18.3,2.3,,0.32,1,UNKNOWN,-4000,-1000,Calderdale
709173,,,23.1,21,3.3,,1.4,1,NEOLITHIC,-2700,-2300,Scarborough
708356,,,68.86,16.47,9.58,,10.62,1,MEDIEVAL,1200,1400,Forest Heath
706582,,,55.87,17.72,,,10.75,1,MEDIEVAL,1066,1400,Hart
702674,,,28.6,17.3,4,,1.7,1,NEOLITHIC,-2400,-1500,Cornwall
702086,,,59.9,14.75,4.18,8.36,7.99,1,MEDIEVAL,1200,1400,City and County of the City of London
660136,,,41,22,4,,,1,NEOLITHIC,-3000,-2351,Broadland
656209,,,49,25,8.5,,,1,NEOLITHIC,-12000,-2351,North Norfolk
656168,,,55.31,15.42,7.45,,8.75,1,MEDIEVAL,1200,1400,City and County of the City of London
654801,Oblique,,24.4,15.8,3.9,,1.51,1,BRONZE AGE,-2700,-1600,West Lindsey
654374,,,26,18,4,,1.25,1,BRONZE AGE,-2700,-1600,Rushcliffe
650662,,,29,23,4.5,,1.8,1,NEOLITHIC,,,Powys
649216,Oblique,,39.72,19.91,4.76,,2.37,1,NEOLITHIC,-2700,-2551,Babergh
648391,,,24.47,21.98,6.08,,2.91,1,NEOLITHIC,-4000,-801,Babergh
647416,,,17.7,15.8,5.7,,,1,NEOLITHIC,-3500,-1150,North Somerset
646649,,,49,19,6.5,7.5,9.81,1,MEDIEVAL,1200,1300,South Lakeland
644504,,,23.14,13.91,3.23,,1.23,1,BRONZE AGE,-4000,-801,Waveney
643368,,,15.6,18,3.7,,,1,NEOLITHIC,-3500,-1150,North Somerset
640329,,,50.04,21.57,5.24,,5.92,1,NEOLITHIC,-4000,42,St. Edmundsbury
635883,,,34.1,31.54,5.05,,5.42,1,NEOLITHIC,-2000,-1600,Aylesbury Vale
634222,Oblique,,30.94,34.09,6.61,,6.4,1,NEOLITHIC,-2700,-2351,North Kesteven
634172,,,13.5,14.7,2.2,,0.33,1,UNKNOWN,-4000,-1000,Calderdale
632159,Hunting,,41.6,24.9,3.7,,5.52,1,MEDIEVAL,1350,1500,West Lindsey
631890,Bodkin,,67,7.2,5.5,,6.82,1,MEDIEVAL,1200,1350,West Lindsey
631885,Bodkin,,57,,7.5,10.8,9.29,1,MEDIEVAL,1200,1350,West Lindsey
630110,,,96.38,19.31,11.98,,12.9,1,POST MEDIEVAL,,,Isle of Anglesey
630059,,,78.27,14.61,4.7,,9,1,MEDIEVAL,,,Isle of Anglesey
626893,Oblique,,23.1,17.3,2.7,,1.13,1,NEOLITHIC,-3300,-2200,Selby
619953,Transverse,,33.82,31.35,5.75,,5.63,1,NEOLITHIC,-4000,-800,Babergh
616819,,,53.85,12.71,7.57,,6.44,1,IRON AGE,-800,100,Hart
615073,Oblique,,40,21.4,3.3,,2.6,1,NEOLITHIC,-3300,-2200,Kirklees
613879,,,61,,,,,1,MEDIEVAL,1300,1500,Uttlesford
613744,Oblique,,27,17.7,4.6,,2.32,1,NEOLITHIC,-2700,-2350,Cornwall
609744,,,38.29,10.11,7.1,,4.7,1,MEDIEVAL,1200,1350,East Riding of Yorkshire
609505,,,48,14,8,,7.15,1,MEDIEVAL,1000,1400,Cotswold
605978,,,21.2,10.9,6.2,,4.02,1,BRONZE AGE,-1300,-800,South Kesteven
605727,Oblique,,38.82,20.04,4.47,,3.91,1,NEOLITHIC,-2700,-1601,St. Edmundsbury
605628,Oblique,,33,16,6,,2.19,1,NEOLITHIC,-2500,-2100,Newark and Sherwood
605072,Oblique,,41.29,26.15,3.86,,2.4,1,NEOLITHIC,-2500,-2100,Cheshire West and Chester
595655,,,41.85,20.45,2.3,,5.03,1,BRONZE AGE,-1275,-1140,Wiltshire
595407,Barbed and tanged,,41.5,17.45,3.2,,5.46,1,BRONZE AGE,-1275,-1140,Wiltshire
592725,,,32.74,20.38,6.21,,3.49,1,NEOLITHIC,-2700,-1600,Suffolk Coastal
591618,,,31.96,16.63,3.69,,4.14,1,NEOLITHIC,-2500,-2000,Milton Keynes
589975,Jessop Type M1,,47.5,16.9,11.5,,11.3,1,MEDIEVAL,1350,1499,Arun
587256,,,35,38,5.5,,,1,NEOLITHIC,-4000,-3001,Breckland
586723,,,10.7,9.6,2.2,,0.4,1,NEOLITHIC,-4500,-1500,Cornwall
582668,Leaf/kite,,58.88,19.03,6.11,,6.54,1,NEOLITHIC,-4200,-2900,Isle of Wight
580060,,,20.46,16.09,4.37,,1.5,1,NEOLITHIC,-2500,-1500,West Berkshire
578921,,,32,22,3,,,1,NEOLITHIC,,,Mid Devon
578905,,,31,16,,,,1,NEOLITHIC,,,Mid Devon
577868,,,49.63,18.09,11.05,9.96,14.39,1,BRONZE AGE,-1600,-801,St. Edmundsbury
577796,Flint,,37,22.2,5.5,,5,1,NEOLITHIC,-2700,-1601,Bedford
574628,Tanged,,,18.58,6.62,,2.72,1,BRONZE AGE,-2700,-1601,Isle of Wight
573442,,,,,,,,1,NEOLITHIC,,,Breckland
572896,Oblique,,43.8,26,5.1,,4.95,1,NEOLITHIC,-2700,-2351,West Lindsey
571360,,,47.95,37.86,4.99,,5.95,1,NEOLITHIC,-2700,-2551,Forest Heath
570917,none,none,32.6,15.6,3.5,,2,1,NEOLITHIC,-2500,-2100,Cornwall
569506,Laurel Leaf,,33.96,26.91,8.41,,8.9,1,UNKNOWN,-3800,-3000,Richmondshire
568655,,,40.06,14.58,8.92,,14.7,1,MEDIEVAL,1200,1500,Northumberland
565681,Leaf,,30.1,27.8,4.8,,3.9,1,NEOLITHIC,-4000,-2701,Harrogate
564035,,,29.2,21.7,3.8,,2.2,1,NEOLITHIC,-2500,-2100,East Riding of Yorkshire
563854,,,40.8,17.4,2.8,,2.62,1,BRONZE AGE,-2150,-1500,Tonbridge and Malling
561033,,,32,20,4.5,,,1,NEOLITHIC,-4000,-3000,South Norfolk
557074,,,28.8,22.6,6,,4.3,1,NEOLITHIC,-3500,-2100,East Riding of Yorkshire
556867,,,17.8,8.9,3.5,,1.73,1,POST MEDIEVAL,1500,1600,West Lindsey
555395,,,42.45,7.2,3.85,,6.4,1,MEDIEVAL,1300,1500,Stafford
553422,,,29,28,6,,4.87,1,BRONZE AGE,-2500,-1800,South Gloucestershire
553124,,,36.59,9.96,,11.6,3.75,1,MEDIEVAL,1100,1500,Babergh
552003,,,32.9,21.4,7.6,,5.27,1,BRONZE AGE,-2500,-1500,Doncaster
552001,,,39.1,22.3,6.8,,5.39,1,BRONZE AGE,-2500,-1500,Doncaster
551997,,,49,23.5,6.65,,5.64,1,BRONZE AGE,-2500,-1500,Doncaster
546462,,,28,19,6,,2.8,1,NEOLITHIC,-2900,-2100,Northampton
544681,,,37.39,14.65,11,,6.65,1,MEDIEVAL,1300,1500,Tower Hamlets
541593,,,22.1,13.9,2.7,,1.03,1,NEOLITHIC,-4000,-1150,West Somerset
540341,Leaf,,14.42,15.94,,,0.9,1,NEOLITHIC,-3500,-2100,Malvern Hills
537890,,,28,20,4.12,,2,1,NEOLITHIC,-2500,-1500,Cornwall
537179,oblique,,37,14,,,,1,NEOLITHIC,,,Mid Devon
536522,Arrowhead,,69.16,30.36,14.97,,32.8,1,NEOLITHIC,-4000,-2100,South Oxfordshire
536080,,,38.01,22.9,5.35,,4.15,1,NEOLITHIC,-2500,-1500,East Riding of Yorkshire
536077,,,28.34,21.66,3.34,,1.58,1,BRONZE AGE,-2500,-1500,East Riding of Yorkshire
534526,,,33.76,19.02,4.91,,2.56,1,NEOLITHIC,-4500,2000,Mole Valley
530925,Oblique,British Oblique,49.22,18.11,5.81,,5.13,1,NEOLITHIC,-2500,-2100,Chichester
526896,Barbed and tanged,,22,20,4,,1.5,1,BRONZE AGE,-2150,-1500,West Oxfordshire
526463,,,42.39,22.51,7.47,,5.4,1,NEOLITHIC,-3500,-2500,Swindon
525208,,,34.83,19.38,4.83,,3.16,1,NEOLITHIC,-3000,-1000,St. Edmundsbury
522793,,,55.5,7.5,10,,11.33,1,BRONZE AGE,-1300,-800,Braintree
522443,,,28,18,3,2.2,,1,BRONZE AGE,-2150,-1500,Derbyshire Dales
521925,,,34.7,20.1,5.41,,3.45,1,NEOLITHIC,-2500,-1500,Winchester
521742,,,35.2,18.9,7.7,,4.27,1,NEOLITHIC,-2500,-1500,Barnet
519794,,,26,16,3.5,,1.02,1,BRONZE AGE,-2150,-1500,Cornwall
519670,,,50.2,28.7,7.6,,8.99,1,NEOLITHIC,-2500,-1500,East Lindsey
519140,,,32.7,18.1,5.7,,3.78,1,NEOLITHIC,-3500,-2500,Arun
518022,,,34.75,19.65,3.45,,3.23,1,NEOLITHIC,-3500,-2300,Stratford-on-Avon
518015,,,30.1,21.2,6.6,,3.11,1,BRONZE AGE,-2300,-1500,Stratford-on-Avon
517980,,,32.9,26.4,6.8,,5.17,1,NEOLITHIC,-3500,-1500,Stratford-on-Avon
516724,,,18.78,11.11,3.4,,0.67,1,NEOLITHIC,-3500,-2100,East Riding of Yorkshire
515922,,,32,24,5,,3.56,1,BRONZE AGE,,,Hinckley and Bosworth
515556,,,36,23,3,,2.97,1,BRONZE AGE,,,Kettering
515491,Arrowhead,,22.2,16.3,2.6,,0.92,1,NEOLITHIC,-2500,-2000,Tunbridge Wells
514931,Oblique,British,29.3,17.7,4.9,,1.84,1,NEOLITHIC,-2100,-1500,Shropshire
512429,,,46.89,22.14,5.87,,6.95,1,NEOLITHIC,-4500,-2000,East Lindsey
512335,,,18.5,13.3,3.2,,2.6,1,NEOLITHIC,-3500,-2500,Harrogate
512204,triangular,,20.84,22.67,2.23,,1.3,1,NEOLITHIC,-2900,-2100,West Lindsey
512031,,,38.01,19.73,4.14,,2.99,1,NEOLITHIC,-2500,-1500,Suffolk Coastal
510943,Oblique,,41.7,19.53,4.45,,3.73,1,NEOLITHIC,-2500,-2100,Isle of Wight
510460,,,24.87,17.89,,,1.3,1,NEOLITHIC,-3500,-2100,Richmondshire
510034,,,,,,,,1,NEOLITHIC,-2800,-2300,Ryedale
509215,,,,,,,,1,NEOLITHIC,-2500,-1500,West Oxfordshire
509126,,,,,,,,1,NEOLITHIC,-4500,-2200,West Oxfordshire
509004,Transverse arrowhead,,,,,,,1,NEOLITHIC,-2700,-2200,West Oxfordshire
508541,Leaf shaped,,23.2,17,3.1,,1.35,1,NEOLITHIC,-3500,-2100,East Riding of Yorkshire
508505,,,25.03,14.28,4.07,,1.3,1,BRONZE AGE,-2500,-700,West Oxfordshire
508493,,,34.92,21.65,,,3.3,8,NEOLITHIC,-2500,-1500,West Oxfordshire
508485,,,39.17,12.58,3.47,6.96,,1,MEDIEVAL,1066,1400,West Oxfordshire
508480,,,61.36,22.62,,8.78,12,1,MEDIEVAL,1066,1400,West Oxfordshire
507979,,,,,,,,8,NEOLITHIC,,,West Oxfordshire
507903,,,,,,,,7,NEOLITHIC,,,West Oxfordshire
507901,,,,,,,,6,NEOLITHIC,,,West Oxfordshire
507898,,,,,,,,3,NEOLITHIC,,,West Oxfordshire
507514,,,56.67,18.7,,8.16,7.1,1,MEDIEVAL,,,West Oxfordshire
506747,Barbed and tanged,,23,24,5,,,1,NEOLITHIC,-2500,-1500,West Lindsey
505584,,,24.9,16.2,5.3,,1.7,1,NEOLITHIC,-3500,-2100,Ryedale
505576,,,32.3,16.3,3.4,,1.7,1,NEOLITHIC,-3500,-2100,Hambleton
505201,,,30.77,14.54,3.99,,1.44,1,NEOLITHIC,-3500,-2100,Babergh
504486,,,39.57,32.2,5.41,,4.51,1,NEOLITHIC,-2500,-1500,Mid Suffolk
503323,barbed and tanged,,46.4,18.41,3.06,,3.95,1,BRONZE AGE,-2150,-800,West Lindsey
501990,,,26.24,19.05,2.58,,1,1,NEOLITHIC,2100,1500,North Kesteven
501939,,,14.7,8.9,2.6,,0.69,1,NEOLITHIC,-3500,-2100,North Lincolnshire
501916,Neolithic,,30.1,17,3.9,,1.89,1,NEOLITHIC,-3500,-2500,Rotherham
501854,,,14.24,13.99,2.1,,0.6,1,NEOLITHIC,-3500,-2500,Northumberland
501715,,,15,18.5,2,,0.48,1,NEOLITHIC,-2500,-1500,Eden
499530,,,22.78,16.73,3.89,,1.6,1,NEOLITHIC,-3500,-2100,Lichfield
499361,,,18.97,14.7,2.22,,0.7,1,NEOLITHIC,-3500,-1500,Lichfield
499341,,,32,26,5,,2.54,1,BRONZE AGE,-2100,-1500,Charnwood
495916,,,28.01,19.91,2.34,,1.8,1,NEOLITHIC,-4500,-700,Scarborough
495876,Leaf-shaped,,39,28,2.5,,2.43,1,NEOLITHIC,,,South Hams
495062,,,31.2,13.9,9.4,,7.27,1,UNKNOWN,-1150,1500,Milton Keynes
494718,,,49.58,17.59,5.93,,6.8,1,MEDIEVAL,1100,1500,Halton
494515,,,35.6,20.4,6,,4.1,1,BRONZE AGE,-2500,-1500,Doncaster
493287,,,28.9,18.8,5.5,,2.05,1,NEOLITHIC,-2500,-2100,Taunton Deane
492023,,,50.5,26.6,7.1,,8.82,1,NEOLITHIC,-3500,-2100,Arun
491297,British Oblique,,30.29,21.65,4.01,,2.5,1,NEOLITHIC,-3000,-2400,West Lindsey
491199,,,19.8,18.37,3.29,,1.3,1,NEOLITHIC,-3500,-2100,Northumberland
491195,,,18.79,13.82,0.8,,0.7,1,NEOLITHIC,-3500,-2100,Northumberland
489752,Transverse,,35.46,26.92,5.02,,3.2,1,NEOLITHIC,-3500,-2100,Swindon
488736,laurel leaf,,35.17,24.25,7.14,,7.1,1,NEOLITHIC,-3500,-1500,Bassetlaw
488649,,,48,22,6,,4.51,1,BRONZE AGE,-2150,-1500,Melton
487737,,,3,2.5,,,,1,BRONZE AGE,-2500,-1500,Daventry
487173,,,31.74,17.07,2.3,,3.9,1,BRONZE AGE,-1500,-800,Vale of White Horse
486936,Transverse,,35,19.7,5.8,,3.22,1,NEOLITHIC,-3500,-2100,North Lincolnshire
486434,,,40.96,32.57,8.05,,8.96,1,NEOLITHIC,-2500,-1500,Harrogate
486383,leaf shaped,,,,,,,2,NEOLITHIC,-3500,-1500,Harrogate
485307,,,31.9,17.4,3.7,,2.3,1,NEOLITHIC,-4500,-1500,Cornwall
484819,barbed and tanged arrowhead,,32,18,5,,2.28,1,BRONZE AGE,-2800,-1500,South Gloucestershire
484729,Leaf Shaped,,26.8,19.29,3.57,,2,1,NEOLITHIC,-3500,-2100,Newark and Sherwood
